Degrees C,Degrees F,Humidity,Timestamp
27.16,80.89,53.71,2022-06-13 00:05:02
27.05,80.69,52.82,2022-06-13 01:05:02
27.0,80.6,53.27,2022-06-13 02:05:02
26.84,80.31,52.77,2022-06-13 03:05:02
26.79,80.22,53.06,2022-06-13 04:05:02
26.65,79.97,52.69,2022-06-13 05:05:02
26.62,79.92,54.26,2022-06-13 06:05:02
26.67,80.01,53.6,2022-06-13 07:05:01
26.8,80.24,53.67,2022-06-13 08:05:02
26.91,80.44,53.98,2022-06-13 09:05:02
27.03,80.65,53.85,2022-06-13 10:05:02
27.16,80.89,53.47,2022-06-13 11:05:02
27.28,81.1,53.22,2022-06-13 12:05:02
27.38,81.28,53.12,2022-06-13 13:05:02
27.51,81.52,52.87,2022-06-13 14:05:02
27.68,81.82,52.67,2022-06-13 15:05:02
27.78,82.0,51.19,2022-06-13 16:05:02
27.76,81.97,52.5,2022-06-13 17:05:02
27.67,81.81,52.67,2022-06-13 18:05:02
27.71,81.88,53.19,2022-06-13 19:05:02
27.67,81.81,53.43,2022-06-13 20:05:02
27.64,81.75,52.64,2022-06-13 21:05:02
27.63,81.73,53.71,2022-06-13 22:05:02
27.54,81.57,53.13,2022-06-13 23:05:02
27.55,81.59,52.92,2022-06-14 00:05:02
27.47,81.45,53.14,2022-06-14 01:05:02
27.4,81.32,52.78,2022-06-14 02:05:02
27.31,81.16,53.27,2022-06-14 03:05:02
27.21,80.98,52.84,2022-06-14 04:05:02
27.1,80.78,53.26,2022-06-14 05:05:02
27.15,80.87,53.19,2022-06-14 06:05:02
27.1,80.78,53.6,2022-06-14 07:05:02
27.22,81.0,53.7,2022-06-14 08:05:02
27.32,81.18,54.04,2022-06-14 09:05:01
27.61,81.7,52.94,2022-06-14 10:05:02
27.85,82.13,53.79,2022-06-14 11:05:02
27.89,82.2,53.74,2022-06-14 12:05:02
28.03,82.45,53.38,2022-06-14 13:05:02
28.23,82.81,53.94,2022-06-14 14:05:02
28.28,82.9,54.01,2022-06-14 15:05:02
28.45,83.21,53.59,2022-06-14 16:05:02
28.52,83.34,54.18,2022-06-14 17:05:01
28.6,83.48,54.29,2022-06-14 18:05:01
28.71,83.68,54.47,2022-06-14 19:05:02
28.83,83.89,54.74,2022-06-14 20:05:02
28.93,84.07,55.83,2022-06-14 21:05:02
28.98,84.16,55.71,2022-06-14 22:05:02
28.98,84.16,54.91,2022-06-14 23:05:02
28.96,84.13,54.65,2022-06-15 00:05:02
28.98,84.16,55.03,2022-06-15 01:05:02
28.96,84.13,54.92,2022-06-15 02:05:01
28.84,83.91,54.2,2022-06-15 03:05:02
28.77,83.79,54.97,2022-06-15 04:05:02
27.24,81.03,52.87,2022-06-15 05:05:02
26.76,80.17,52.55,2022-06-15 06:05:02
27.31,81.16,54.13,2022-06-15 07:05:02
27.71,81.88,54.15,2022-06-15 08:05:02
27.91,82.24,52.93,2022-06-15 09:05:02
27.98,82.36,52.12,2022-06-15 10:05:02
28.0,82.4,51.84,2022-06-15 11:05:02
28.08,82.54,51.18,2022-06-15 12:05:02
28.1,82.58,50.87,2022-06-15 13:05:01
28.04,82.47,51.3,2022-06-15 14:05:01
28.06,82.51,52.06,2022-06-15 15:05:02
28.11,82.6,51.92,2022-06-15 16:05:02
28.14,82.65,51.33,2022-06-15 17:05:01
28.06,82.51,50.05,2022-06-15 18:05:02
28.11,82.6,53.49,2022-06-15 19:05:02
28.13,82.63,53.15,2022-06-15 20:05:02
28.13,82.63,53.47,2022-06-15 21:05:01
28.08,82.54,53.25,2022-06-15 22:05:02
27.97,82.35,53.31,2022-06-15 23:05:02
27.84,82.11,53.22,2022-06-16 00:05:02
27.71,81.88,53.24,2022-06-16 01:05:02
27.55,81.59,52.78,2022-06-16 02:05:02
27.38,81.28,52.65,2022-06-16 03:05:02
27.29,81.12,53.34,2022-06-16 04:05:02
27.14,80.85,52.44,2022-06-16 05:05:01
25.95,78.71,39.68,2022-06-16 06:05:02
26.19,79.14,43.87,2022-06-16 07:05:02
26.31,79.36,44.54,2022-06-16 08:05:02
27.06,80.71,44.55,2022-06-16 09:05:02
27.37,81.27,45.33,2022-06-16 10:05:02
27.25,81.05,43.18,2022-06-16 11:05:02
27.45,81.41,45.72,2022-06-16 12:05:02
27.6,81.68,46.19,2022-06-16 13:05:02
27.72,81.9,45.22,2022-06-16 14:05:01
27.67,81.81,45.25,2022-06-16 15:05:02
27.72,81.9,45.74,2022-06-16 16:05:02
27.54,81.57,45.9,2022-06-16 17:05:02
27.47,81.45,45.63,2022-06-16 18:05:02
27.48,81.46,48.04,2022-06-16 19:05:02
27.51,81.52,49.29,2022-06-16 20:05:02
27.46,81.43,49.33,2022-06-16 21:05:02
27.42,81.36,50.04,2022-06-16 22:05:02
27.32,81.18,49.86,2022-06-16 23:05:02
27.26,81.07,50.36,2022-06-17 00:05:02
27.15,80.87,50.08,2022-06-17 01:05:01
27.0,80.6,50.57,2022-06-17 02:05:02
26.89,80.4,50.8,2022-06-17 03:05:02
26.96,80.53,50.57,2022-06-17 04:05:02
25.33,77.59,49.65,2022-06-17 05:05:02
24.74,76.53,52.96,2022-06-17 06:05:02
26.35,79.43,54.91,2022-06-17 07:05:02
26.9,80.42,52.05,2022-06-17 08:05:02
27.6,81.68,50.68,2022-06-17 09:05:02
28.07,82.53,49.83,2022-06-17 10:05:02
28.33,82.99,49.46,2022-06-17 11:05:02
28.45,83.21,49.56,2022-06-17 12:05:02
28.5,83.3,49.48,2022-06-17 13:05:02
28.57,83.43,49.27,2022-06-17 14:05:02
28.66,83.59,49.2,2022-06-17 15:05:02
28.73,83.71,49.11,2022-06-17 16:05:02
28.71,83.68,48.87,2022-06-17 17:05:02
28.67,83.61,49.16,2022-06-17 18:05:02
28.77,83.79,50.12,2022-06-17 19:05:02
28.73,83.71,50.23,2022-06-17 20:05:02
28.72,83.7,51.0,2022-06-17 21:05:02
28.65,83.57,51.14,2022-06-17 22:05:01
28.62,83.52,51.66,2022-06-17 23:05:02
28.55,83.39,51.21,2022-06-18 00:05:02
28.45,83.21,51.18,2022-06-18 01:05:02
28.37,83.07,51.51,2022-06-18 02:05:02
28.27,82.89,51.12,2022-06-18 03:05:02
28.27,82.89,51.11,2022-06-18 04:05:02
28.27,82.89,51.18,2022-06-18 05:05:02
25.63,78.13,39.79,2022-06-18 06:05:01
25.51,77.92,38.7,2022-06-18 07:05:02
25.48,77.86,41.94,2022-06-18 08:05:02
26.61,79.9,44.51,2022-06-18 09:05:02
27.14,80.85,44.77,2022-06-18 10:05:02
27.3,81.14,46.52,2022-06-18 11:05:02
27.79,82.02,46.84,2022-06-18 12:05:02
28.29,82.92,46.03,2022-06-18 13:05:02
28.42,83.16,44.54,2022-06-18 14:05:02
28.27,82.89,46.32,2022-06-18 15:05:02
28.14,82.65,47.11,2022-06-18 16:05:02
28.01,82.42,38.28,2022-06-18 17:05:02
28.09,82.56,39.4,2022-06-18 18:05:02
27.86,82.15,39.58,2022-06-18 19:05:02
27.35,81.23,40.0,2022-06-18 20:05:02
26.87,80.37,41.24,2022-06-18 21:05:02
26.55,79.79,42.2,2022-06-18 22:05:02
26.02,78.84,42.39,2022-06-18 23:05:02
25.64,78.15,41.8,2022-06-19 00:05:02
25.32,77.58,41.41,2022-06-19 01:05:02
24.93,76.87,41.17,2022-06-19 02:05:02
24.64,76.35,40.83,2022-06-19 03:05:02
24.37,75.87,40.58,2022-06-19 04:05:01
24.12,75.42,40.75,2022-06-19 05:05:02
23.92,75.06,41.48,2022-06-19 06:05:02
24.82,76.68,42.14,2022-06-19 07:05:02
25.99,78.78,43.15,2022-06-19 08:05:02
27.57,81.63,43.49,2022-06-19 09:05:02
28.84,83.91,43.98,2022-06-19 10:05:02
28.75,83.75,44.09,2022-06-19 11:05:02
28.46,83.23,44.74,2022-06-19 12:05:02
28.29,82.92,45.39,2022-06-19 13:05:02
28.29,82.92,45.81,2022-06-19 14:05:02
28.81,83.86,45.79,2022-06-19 15:05:02
28.85,83.93,46.04,2022-06-19 16:05:02
28.84,83.91,45.82,2022-06-19 17:05:02
28.87,83.97,46.56,2022-06-19 18:05:02
28.96,84.13,46.7,2022-06-19 19:05:02
29.02,84.24,46.87,2022-06-19 20:05:02
29.14,84.45,47.69,2022-06-19 21:05:02
29.19,84.54,48.28,2022-06-19 22:05:02
29.25,84.65,48.55,2022-06-19 23:05:02
29.26,84.67,48.85,2022-06-20 00:05:01
29.28,84.7,48.93,2022-06-20 01:05:02
29.28,84.7,49.17,2022-06-20 02:05:02
29.26,84.67,48.95,2022-06-20 03:05:02
29.2,84.56,49.22,2022-06-20 04:05:02
29.2,84.56,49.43,2022-06-20 05:05:02
29.19,84.54,50.61,2022-06-20 06:05:02
29.28,84.7,49.75,2022-06-20 07:05:02
29.6,85.28,49.62,2022-06-20 08:05:02
29.94,85.89,49.31,2022-06-20 09:05:02
30.51,86.92,49.49,2022-06-20 10:05:02
30.76,87.37,48.82,2022-06-20 11:05:02
30.68,87.22,49.27,2022-06-20 12:05:02
30.76,87.37,49.5,2022-06-20 13:05:02
30.88,87.58,48.97,2022-06-20 14:05:02
30.97,87.75,49.35,2022-06-20 15:05:02
30.97,87.75,49.72,2022-06-20 16:05:02
31.04,87.87,49.68,2022-06-20 17:05:01
31.19,88.14,49.89,2022-06-20 18:05:02
31.38,88.48,49.64,2022-06-20 19:05:02
31.5,88.7,49.43,2022-06-20 20:05:01
31.67,89.01,49.36,2022-06-20 21:05:02
31.65,88.97,49.34,2022-06-20 22:05:02
31.69,89.04,49.2,2022-06-20 23:05:02
31.71,89.08,49.15,2022-06-21 00:05:02
31.73,89.11,49.04,2022-06-21 01:05:02
31.72,89.1,49.08,2022-06-21 02:05:02
31.62,88.92,49.09,2022-06-21 03:05:02
31.54,88.77,49.1,2022-06-21 04:05:02
31.45,88.61,49.15,2022-06-21 05:05:02
29.32,84.78,59.28,2022-06-21 06:05:02
30.33,86.59,55.7,2022-06-21 07:05:02
31.05,87.89,54.35,2022-06-21 08:05:02
31.61,88.9,52.07,2022-06-21 09:05:02
31.66,88.99,51.32,2022-06-21 10:05:02
31.7,89.06,51.42,2022-06-21 11:05:02
31.66,88.99,51.55,2022-06-21 12:05:02
31.51,88.72,51.14,2022-06-21 13:05:02
31.49,88.68,51.6,2022-06-21 14:05:02
31.44,88.59,51.21,2022-06-21 15:05:02
31.41,88.54,51.14,2022-06-21 16:05:02
31.43,88.57,51.35,2022-06-21 17:05:02
31.4,88.52,50.86,2022-06-21 18:05:02
31.37,88.47,50.51,2022-06-21 19:05:02
31.12,88.02,40.96,2022-06-21 20:05:02
30.26,86.47,36.13,2022-06-21 21:05:02
30.02,86.04,37.71,2022-06-21 22:05:02
29.62,85.32,37.69,2022-06-21 23:05:02
29.24,84.63,38.51,2022-06-22 00:05:02
28.88,83.98,39.73,2022-06-22 01:05:02
28.62,83.52,40.88,2022-06-22 02:05:02
28.23,82.81,41.92,2022-06-22 03:05:02
27.73,81.91,42.78,2022-06-22 04:05:02
25.98,78.76,46.36,2022-06-22 05:05:02
25.52,77.94,48.23,2022-06-22 06:05:02
26.45,79.61,47.62,2022-06-22 07:05:02
26.8,80.24,47.71,2022-06-22 08:05:02
27.55,81.59,46.32,2022-06-22 09:05:03
28.09,82.56,44.47,2022-06-22 10:05:02
28.4,83.12,44.04,2022-06-22 11:05:02
28.69,83.64,42.68,2022-06-22 12:05:02
28.79,83.82,43.1,2022-06-22 13:05:02
28.93,84.07,42.36,2022-06-22 14:05:02
29.1,84.38,42.0,2022-06-22 15:05:02
29.33,84.79,40.17,2022-06-22 16:05:02
29.39,84.9,39.04,2022-06-22 17:05:02
29.32,84.78,39.28,2022-06-22 18:05:02
29.37,84.87,39.27,2022-06-22 19:05:02
29.49,85.08,43.48,2022-06-22 20:05:02
29.51,85.12,44.25,2022-06-22 21:05:02
28.35,83.03,42.14,2022-06-22 22:05:02
27.6,81.68,44.7,2022-06-22 23:05:02
27.25,81.05,45.89,2022-06-23 00:05:02
26.77,80.19,47.27,2022-06-23 01:05:02
26.48,79.66,47.68,2022-06-23 02:05:02
26.25,79.25,47.52,2022-06-23 03:05:02
25.96,78.73,48.15,2022-06-23 04:05:02
25.7,78.26,48.14,2022-06-23 05:05:02
24.6,76.28,50.37,2022-06-23 06:05:02
25.83,78.49,47.93,2022-06-23 07:05:02
26.83,80.29,44.42,2022-06-23 08:05:02
28.87,83.97,41.08,2022-06-23 09:05:02
29.15,84.47,45.49,2022-06-23 10:05:02
29.33,84.79,46.51,2022-06-23 11:05:02
29.47,85.05,46.19,2022-06-23 12:05:02
29.58,85.24,46.06,2022-06-23 13:05:02
29.72,85.5,45.83,2022-06-23 14:05:02
29.83,85.69,45.53,2022-06-23 15:05:02
29.97,85.95,45.46,2022-06-23 16:05:02
30.05,86.09,45.29,2022-06-23 17:05:02
30.18,86.32,45.18,2022-06-23 18:05:02
30.28,86.5,45.08,2022-06-23 19:05:02
30.35,86.63,45.02,2022-06-23 20:05:02
30.41,86.74,44.92,2022-06-23 21:05:02
30.46,86.83,45.08,2022-06-23 22:05:02
30.48,86.86,45.05,2022-06-23 23:05:02
30.51,86.92,45.09,2022-06-24 00:05:02
30.5,86.9,44.98,2022-06-24 01:05:02
30.47,86.85,44.83,2022-06-24 02:05:02
30.43,86.77,44.81,2022-06-24 03:05:02
30.34,86.61,44.86,2022-06-24 04:05:02
30.27,86.49,44.9,2022-06-24 05:05:02
30.15,86.27,44.78,2022-06-24 06:05:02
30.05,86.09,44.8,2022-06-24 07:05:02
29.99,85.98,44.65,2022-06-24 08:05:02
30.08,86.14,44.48,2022-06-24 09:05:02
30.37,86.67,44.1,2022-06-24 10:05:02
30.52,86.94,43.77,2022-06-24 11:05:02
30.57,87.03,43.9,2022-06-24 12:05:02
30.59,87.06,43.93,2022-06-24 13:05:03
30.63,87.13,43.95,2022-06-24 14:05:02
30.74,87.33,44.36,2022-06-24 15:05:03
30.81,87.46,44.11,2022-06-24 16:05:03
30.89,87.6,44.18,2022-06-24 17:05:03
30.99,87.78,44.63,2022-06-24 18:05:03
31.06,87.91,44.28,2022-06-24 19:05:03
31.12,88.02,44.54,2022-06-24 20:05:03
31.15,88.07,44.42,2022-06-24 21:05:02
31.15,88.07,44.48,2022-06-24 22:05:02
31.16,88.09,44.43,2022-06-24 23:05:03
31.15,88.07,44.43,2022-06-25 00:05:02
31.11,88.0,44.4,2022-06-25 01:05:02
31.09,87.96,44.49,2022-06-25 02:05:02
31.04,87.87,44.48,2022-06-25 03:05:02
30.97,87.75,44.6,2022-06-25 04:05:03
30.93,87.67,44.7,2022-06-25 05:05:02
30.8,87.44,44.72,2022-06-25 06:05:02
30.71,87.28,44.77,2022-06-25 07:05:03
30.63,87.13,44.81,2022-06-25 08:05:02
30.52,86.94,44.88,2022-06-25 09:05:02
30.47,86.85,45.0,2022-06-25 10:05:02
30.55,86.99,44.72,2022-06-25 11:05:02
30.59,87.06,44.64,2022-06-25 12:05:02
30.59,87.06,44.52,2022-06-25 13:05:02
30.58,87.04,44.42,2022-06-25 14:05:02
30.63,87.13,44.46,2022-06-25 15:05:02
30.67,87.21,44.31,2022-06-25 16:05:03
30.64,87.15,44.31,2022-06-25 17:05:02
30.68,87.22,44.33,2022-06-25 18:05:03
30.64,87.15,44.26,2022-06-25 19:05:03
30.63,87.13,44.41,2022-06-25 20:05:03
30.56,87.01,44.59,2022-06-25 21:05:03
30.48,86.86,44.57,2022-06-25 22:05:03
30.41,86.74,44.64,2022-06-25 23:05:02
30.32,86.58,44.71,2022-06-26 00:05:03
30.24,86.43,44.68,2022-06-26 01:05:03
30.14,86.25,44.75,2022-06-26 02:05:03
30.02,86.04,44.79,2022-06-26 03:05:03
29.87,85.77,44.87,2022-06-26 04:05:03
29.73,85.51,44.75,2022-06-26 05:05:03
29.57,85.23,44.91,2022-06-26 06:05:02
29.59,85.26,44.73,2022-06-26 07:05:03
29.7,85.46,44.65,2022-06-26 08:05:03
29.95,85.91,44.19,2022-06-26 09:05:03
30.12,86.22,43.81,2022-06-26 10:05:02
30.19,86.34,43.45,2022-06-26 11:05:03
30.12,86.22,43.34,2022-06-26 12:05:03
30.07,86.13,43.4,2022-06-26 13:05:03
29.99,85.98,43.33,2022-06-26 14:05:03
26.78,80.2,33.52,2022-06-26 15:05:02
25.58,78.04,35.2,2022-06-26 16:05:02
26.0,78.8,35.74,2022-06-26 17:05:02
25.89,78.6,33.68,2022-06-26 18:05:02
25.3,77.54,31.88,2022-06-26 19:05:02
24.31,75.76,33.71,2022-06-26 20:05:02
23.79,74.82,34.81,2022-06-26 21:05:02
24.04,75.27,37.85,2022-06-26 22:05:02
23.79,74.82,38.88,2022-06-26 23:05:02
23.6,74.48,39.19,2022-06-27 00:05:02
23.35,74.03,40.07,2022-06-27 01:05:02
23.1,73.58,41.43,2022-06-27 02:05:02
22.82,73.08,42.79,2022-06-27 03:05:02
22.46,72.43,43.96,2022-06-27 04:05:02
22.17,71.91,45.76,2022-06-27 05:05:02
21.79,71.22,47.45,2022-06-27 06:05:02
23.02,73.44,45.52,2022-06-27 07:05:02
24.08,75.34,44.06,2022-06-27 08:05:02
25.04,77.07,42.7,2022-06-27 09:05:02
25.77,78.39,42.08,2022-06-27 10:05:02
26.19,79.14,41.73,2022-06-27 11:05:02
26.46,79.63,41.59,2022-06-27 12:05:02
26.64,79.95,41.44,2022-06-27 13:05:02
26.77,80.19,41.72,2022-06-27 14:05:02
26.93,80.47,41.63,2022-06-27 15:05:02
27.1,80.78,41.62,2022-06-27 16:05:02
27.25,81.05,41.77,2022-06-27 17:05:02
27.42,81.36,41.73,2022-06-27 18:05:02
27.58,81.64,41.69,2022-06-27 19:05:02
27.57,81.63,32.31,2022-06-27 20:05:02
27.2,80.96,34.99,2022-06-27 21:05:02
26.63,79.93,38.0,2022-06-27 22:05:02
25.97,78.75,41.21,2022-06-27 23:05:02
25.49,77.88,40.47,2022-06-28 00:05:02
25.25,77.45,39.35,2022-06-28 01:05:02
24.96,76.93,38.29,2022-06-28 02:05:02
24.68,76.42,40.84,2022-06-28 03:05:02
24.53,76.15,42.75,2022-06-28 04:05:02
24.27,75.69,44.53,2022-06-28 05:05:02
24.69,76.44,47.03,2022-06-28 06:05:02
25.36,77.65,44.95,2022-06-28 07:05:02
25.82,78.48,44.35,2022-06-28 08:05:02
26.2,79.16,43.8,2022-06-28 09:05:02
26.66,79.99,43.26,2022-06-28 10:05:02
26.95,80.51,43.3,2022-06-28 11:05:02
27.2,80.96,42.96,2022-06-28 12:05:02
27.36,81.25,42.85,2022-06-28 13:05:02
27.55,81.59,42.95,2022-06-28 14:05:02
27.71,81.88,42.85,2022-06-28 15:05:02
27.84,82.11,42.85,2022-06-28 16:05:02
27.98,82.36,43.01,2022-06-28 17:05:02
28.12,82.62,42.93,2022-06-28 18:05:02
28.22,82.8,42.91,2022-06-28 19:05:02
28.02,82.44,44.37,2022-06-28 20:05:02
26.65,79.97,46.49,2022-06-28 21:05:02
25.75,78.35,45.8,2022-06-28 22:05:02
25.38,77.68,43.2,2022-06-28 23:05:02
24.96,76.93,42.8,2022-06-29 00:05:02
24.54,76.17,44.38,2022-06-29 01:05:02
24.11,75.4,45.44,2022-06-29 02:05:02
23.77,74.79,45.38,2022-06-29 03:05:02
23.32,73.98,45.74,2022-06-29 04:05:02
22.91,73.24,47.01,2022-06-29 05:05:03
21.62,70.92,50.13,2022-06-29 06:05:02
22.58,72.64,49.24,2022-06-29 07:05:02
23.76,74.77,49.94,2022-06-29 08:05:02
24.91,76.84,47.39,2022-06-29 09:05:02
25.78,78.4,46.2,2022-06-29 10:05:02
26.32,79.38,45.42,2022-06-29 11:05:02
26.71,80.08,44.7,2022-06-29 12:05:02
27.0,80.6,44.3,2022-06-29 13:05:02
27.22,81.0,44.45,2022-06-29 14:05:02
27.47,81.45,44.31,2022-06-29 15:05:02
27.67,81.81,44.24,2022-06-29 16:05:02
27.86,82.15,44.26,2022-06-29 17:05:02
28.03,82.45,44.31,2022-06-29 18:05:02
28.12,82.62,44.59,2022-06-29 19:05:02
28.22,82.8,45.26,2022-06-29 20:05:02
28.28,82.9,45.23,2022-06-29 21:05:02
28.31,82.96,45.28,2022-06-29 22:05:02
28.35,83.03,45.32,2022-06-29 23:05:02
28.39,83.1,45.47,2022-06-30 00:05:02
28.36,83.05,45.49,2022-06-30 01:05:02
28.47,83.25,45.44,2022-06-30 02:05:03
28.41,83.14,45.73,2022-06-30 03:05:03
28.4,83.12,45.95,2022-06-30 04:05:03
28.37,83.07,46.24,2022-06-30 05:05:03
28.34,83.01,47.09,2022-06-30 06:05:02
28.26,82.87,47.07,2022-06-30 07:05:02
28.43,83.17,47.63,2022-06-30 08:05:02
28.86,83.95,47.05,2022-06-30 09:05:03
29.14,84.45,45.64,2022-06-30 10:05:03
29.25,84.65,45.7,2022-06-30 11:05:03
29.47,85.05,46.15,2022-06-30 12:05:03
29.64,85.35,46.09,2022-06-30 13:05:02
29.63,85.33,45.97,2022-06-30 14:05:03
29.9,85.82,47.11,2022-06-30 15:05:03
30.01,86.02,46.86,2022-06-30 16:05:03
30.05,86.09,46.91,2022-06-30 17:05:03
30.1,86.18,46.78,2022-06-30 18:05:02
30.13,86.23,48.09,2022-06-30 19:05:03
30.13,86.23,48.09,2022-06-30 20:05:03
28.91,84.04,37.25,2022-06-30 21:05:02
28.03,82.45,39.51,2022-06-30 22:05:03
27.19,80.94,41.61,2022-06-30 23:05:02
26.22,79.2,44.33,2022-07-01 00:05:02
25.4,77.72,46.92,2022-07-01 01:05:02
24.8,76.64,47.96,2022-07-01 02:05:03
24.16,75.49,49.63,2022-07-01 03:05:03
23.53,74.35,51.62,2022-07-01 04:05:03
22.91,73.24,53.39,2022-07-01 05:05:03
23.54,74.37,52.9,2022-07-01 06:05:03
24.97,76.95,49.62,2022-07-01 07:05:03
26.14,79.05,47.96,2022-07-01 08:05:03
27.07,80.73,46.67,2022-07-01 09:05:03
27.73,81.91,45.81,2022-07-01 10:05:03
28.15,82.67,45.23,2022-07-01 11:05:02
28.38,83.08,45.17,2022-07-01 12:05:03
28.55,83.39,45.11,2022-07-01 13:05:02
28.67,83.61,44.89,2022-07-01 14:05:02
28.81,83.86,44.93,2022-07-01 15:05:02
28.88,83.98,44.82,2022-07-01 16:05:03
28.74,83.73,43.72,2022-07-01 17:05:03
28.76,83.77,44.74,2022-07-01 18:05:03
28.86,83.95,46.27,2022-07-01 19:05:03
28.97,84.15,46.0,2022-07-01 20:05:02
27.0,80.6,36.48,2022-07-01 21:05:02
25.84,78.51,40.32,2022-07-01 22:05:02
24.84,76.71,43.62,2022-07-01 23:05:02
24.03,75.25,46.76,2022-07-02 00:05:02
23.35,74.03,49.7,2022-07-02 01:05:02
22.89,73.2,51.55,2022-07-02 02:05:02
22.71,72.88,50.93,2022-07-02 03:05:02
22.47,72.45,49.87,2022-07-02 04:05:02
22.23,72.01,51.81,2022-07-02 05:05:02
22.3,72.14,51.88,2022-07-02 06:05:02
23.36,74.05,48.93,2022-07-02 07:05:02
22.45,72.41,53.38,2022-07-02 08:05:02
23.8,74.84,51.15,2022-07-02 09:05:02
24.6,76.28,54.44,2022-07-02 10:05:02
25.14,77.25,51.41,2022-07-02 11:05:02
25.63,78.13,50.55,2022-07-02 12:05:03
25.88,78.58,50.71,2022-07-02 13:05:02
26.19,79.14,49.43,2022-07-02 14:05:02
25.98,78.76,47.81,2022-07-02 15:05:02
26.01,78.82,47.75,2022-07-02 16:05:02
26.0,78.8,47.54,2022-07-02 17:05:01
26.03,78.85,47.51,2022-07-02 18:05:02
26.21,79.18,47.75,2022-07-02 19:05:02
26.3,79.34,47.48,2022-07-02 20:05:02
26.35,79.43,47.52,2022-07-02 21:05:02
25.17,77.31,52.59,2022-07-02 22:05:02
24.53,76.15,54.75,2022-07-02 23:05:02
24.31,75.76,56.78,2022-07-03 00:05:02
24.1,75.38,57.83,2022-07-03 01:05:02
23.82,74.88,58.84,2022-07-03 02:05:02
23.62,74.52,61.05,2022-07-03 03:05:02
23.5,74.3,63.18,2022-07-03 04:05:02
23.34,74.01,63.11,2022-07-03 05:05:02
22.86,73.15,63.84,2022-07-03 06:05:02
22.75,72.95,65.98,2022-07-03 07:05:02
24.17,75.51,63.43,2022-07-03 08:05:02
25.31,77.56,60.67,2022-07-03 09:05:02
25.54,77.97,58.99,2022-07-03 10:05:02
25.71,78.28,58.1,2022-07-03 11:05:02
25.81,78.46,57.42,2022-07-03 12:05:02
25.9,78.62,56.95,2022-07-03 13:05:01
26.21,79.18,55.93,2022-07-03 14:05:02
26.63,79.93,55.04,2022-07-03 15:05:02
26.85,80.33,53.11,2022-07-03 16:05:02
26.84,80.31,53.83,2022-07-03 17:05:02
26.98,80.56,53.94,2022-07-03 18:05:02
27.08,80.74,53.86,2022-07-03 19:05:02
27.15,80.87,53.75,2022-07-03 20:05:02
27.21,80.98,53.57,2022-07-03 21:05:02
27.25,81.05,53.28,2022-07-03 22:05:02
27.3,81.14,53.07,2022-07-03 23:05:02
27.34,81.21,53.01,2022-07-04 00:05:02
27.34,81.21,52.9,2022-07-04 01:05:02
27.32,81.18,52.78,2022-07-04 02:05:02
27.29,81.12,52.7,2022-07-04 03:05:02
27.26,81.07,52.68,2022-07-04 04:05:02
27.27,81.09,52.59,2022-07-04 05:05:02
27.19,80.94,52.56,2022-07-04 06:05:02
26.6,79.88,53.27,2022-07-04 07:05:02
25.82,78.48,57.32,2022-07-04 08:05:02
25.57,78.03,67.2,2022-07-04 09:05:02
25.64,78.15,68.41,2022-07-04 10:05:02
25.55,77.99,72.29,2022-07-04 11:05:02
25.87,78.57,68.19,2022-07-04 12:05:02
26.32,79.38,66.95,2022-07-04 13:05:02
26.64,79.95,65.75,2022-07-04 14:05:02
27.12,80.82,64.24,2022-07-04 15:05:02
27.57,81.63,63.85,2022-07-04 16:05:02
27.77,81.99,61.05,2022-07-04 17:05:02
27.85,82.13,60.85,2022-07-04 18:05:02
27.9,82.22,60.52,2022-07-04 19:05:02
27.96,82.33,60.22,2022-07-04 20:05:02
28.04,82.47,59.81,2022-07-04 21:05:02
28.07,82.53,59.28,2022-07-04 22:05:02
28.1,82.58,58.9,2022-07-04 23:05:02
28.13,82.63,58.53,2022-07-05 00:05:02
28.11,82.6,58.37,2022-07-05 01:05:02
28.11,82.6,58.25,2022-07-05 02:05:02
28.06,82.51,57.94,2022-07-05 03:05:02
28.02,82.44,57.74,2022-07-05 04:05:02
27.95,82.31,57.47,2022-07-05 05:05:02
27.9,82.22,57.31,2022-07-05 06:05:02
27.82,82.08,57.35,2022-07-05 07:05:02
27.75,81.95,57.26,2022-07-05 08:05:02
27.73,81.91,57.12,2022-07-05 09:05:02
27.71,81.88,57.02,2022-07-05 10:05:02
27.75,81.95,57.09,2022-07-05 11:05:02
27.84,82.11,56.9,2022-07-05 12:05:02
27.95,82.31,56.54,2022-07-05 13:05:02
28.04,82.47,56.43,2022-07-05 14:05:02
28.19,82.74,56.21,2022-07-05 15:05:02
28.31,82.96,55.99,2022-07-05 16:05:02
28.39,83.1,55.8,2022-07-05 17:05:01
28.46,83.23,55.92,2022-07-05 18:05:02
28.48,83.26,55.66,2022-07-05 19:05:02
28.55,83.39,56.45,2022-07-05 20:05:02
28.56,83.41,56.87,2022-07-05 21:05:02
28.63,83.53,56.2,2022-07-05 22:05:02
28.63,83.53,55.88,2022-07-05 23:05:02
28.62,83.52,55.67,2022-07-06 00:05:02
28.57,83.43,55.58,2022-07-06 01:05:02
28.51,83.32,55.48,2022-07-06 02:05:02
28.47,83.25,55.42,2022-07-06 03:05:02
28.38,83.08,55.33,2022-07-06 04:05:02
28.28,82.9,55.16,2022-07-06 05:05:02
25.14,77.25,55.95,2022-07-06 06:05:02
